,agency,power,verb_count,av,pv
u840,3,5,22,0.13636363636363635,0.22727272727272727
u851,1,2,3,0.3333333333333333,0.6666666666666666
u841,0,0,0,,
u846,3,0,3,1.0,0.0
u847,-1,-1,2,-0.5,-0.5
u852,0,0,0,,
u853,0,0,0,,
u854,1,1,3,0.3333333333333333,0.3333333333333333
u845,1,1,1,1.0,1.0
u856,-1,2,3,-0.3333333333333333,0.6666666666666666
u848,2,0,4,0.5,0.0
u858,6,1,9,0.6666666666666666,0.1111111111111111
u861,4,25,90,0.044444444444444446,0.2777777777777778
u864,2,0,2,1.0,0.0
u859,23,36,75,0.30666666666666664,0.48
u862,20,27,58,0.3448275862068966,0.46551724137931033
u867,10,5,25,0.4,0.2
u863,38,58,119,0.31932773109243695,0.48739495798319327
u869,14,10,21,0.6666666666666666,0.47619047619047616
u868,2,1,2,1.0,0.5
u866,-1,1,1,-1.0,1.0
u877,24,32,53,0.4528301886792453,0.6037735849056604
u872,5,6,18,0.2777777777777778,0.3333333333333333
u874,9,6,20,0.45,0.3
u873,3,-1,5,0.6,-0.2
u875,0,7,8,0.0,0.875
u876,6,9,10,0.6,0.9
u879,6,8,20,0.3,0.4
u882,15,7,20,0.75,0.35
u886,12,17,28,0.42857142857142855,0.6071428571428571
u888,28,42,60,0.4666666666666667,0.7
u887,19,21,35,0.5428571428571428,0.6
u880,15,16,21,0.7142857142857143,0.7619047619047619
u885,15,18,36,0.4166666666666667,0.5
u881,-2,1,6,-0.3333333333333333,0.16666666666666666
u883,3,5,5,0.6,1.0
u884,12,12,23,0.5217391304347826,0.5217391304347826
u889,4,4,5,0.8,0.8
u890,23,28,65,0.35384615384615387,0.4307692307692308
u897,25,25,65,0.38461538461538464,0.38461538461538464
u899,6,10,18,0.3333333333333333,0.5555555555555556
u891,7,7,7,1.0,1.0
u895,46,60,137,0.3357664233576642,0.43795620437956206
u893,31,20,48,0.6458333333333334,0.4166666666666667
u892,1,0,1,1.0,0.0
u896,4,4,4,1.0,1.0
u894,5,5,6,0.8333333333333334,0.8333333333333334
u900,-3,-2,3,-1.0,-0.6666666666666666
u901,38,26,70,0.5428571428571428,0.37142857142857144
u911,0,0,0,,
u905,-1,0,1,-1.0,0.0
u914,2,4,11,0.18181818181818182,0.36363636363636365
u902,-1,2,5,-0.2,0.4
u915,33,41,94,0.35106382978723405,0.43617021276595747
u904,23,23,43,0.5348837209302325,0.5348837209302325
u906,-4,-2,4,-1.0,-0.5
u907,-5,1,5,-1.0,0.2
u909,0,2,2,0.0,1.0
u910,14,18,30,0.4666666666666667,0.6
u913,4,1,4,1.0,0.25
u917,0,-2,4,0.0,-0.5
u918,2,2,5,0.4,0.4
u920,59,72,122,0.48360655737704916,0.5901639344262295
u919,0,0,0,,
u923,-1,-1,1,-1.0,-1.0
u921,47,48,101,0.46534653465346537,0.4752475247524752
u924,1,0,5,0.2,0.0
u922,1,3,5,0.2,0.6
u926,2,2,3,0.6666666666666666,0.6666666666666666
u935,20,27,43,0.46511627906976744,0.627906976744186
u927,8,14,16,0.5,0.875
u930,6,5,12,0.5,0.4166666666666667
u928,9,9,12,0.75,0.75
u931,17,18,23,0.7391304347826086,0.782608695652174
u937,6,6,6,1.0,1.0
u936,5,3,7,0.7142857142857143,0.42857142857142855
u929,6,5,6,1.0,0.8333333333333334
u934,1,1,2,0.5,0.5
u932,0,0,0,,
u941,18,17,19,0.9473684210526315,0.8947368421052632
u938,0,2,3,0.0,0.6666666666666666
u942,0,0,0,,
u955,36,54,165,0.21818181818181817,0.32727272727272727
u943,0,1,2,0.0,0.5
u944,0,2,6,0.0,0.3333333333333333
u945,-1,-1,1,-1.0,-1.0
u946,2,2,2,1.0,1.0
u947,0,1,4,0.0,0.25
u948,3,1,5,0.6,0.2
u949,8,7,9,0.8888888888888888,0.7777777777777778
u956,19,18,44,0.4318181818181818,0.4090909090909091
u950,0,0,0,,
u963,8,7,12,0.6666666666666666,0.5833333333333334
u953,5,11,15,0.3333333333333333,0.7333333333333333
u962,15,13,25,0.6,0.52
u954,-1,1,1,-1.0,1.0
u969,0,1,7,0.0,0.14285714285714285
u958,3,3,3,1.0,1.0
u964,2,-1,4,0.5,-0.25
u967,1,5,10,0.1,0.5
u965,-1,1,1,-1.0,1.0
u971,52,67,96,0.5416666666666666,0.6979166666666666
u982,22,15,29,0.7586206896551724,0.5172413793103449
u973,2,3,4,0.5,0.75
u980,68,62,118,0.576271186440678,0.5254237288135594
u972,13,4,30,0.43333333333333335,0.13333333333333333
u975,1,-1,1,1.0,-1.0
u976,11,15,20,0.55,0.75
u981,15,18,19,0.7894736842105263,0.9473684210526315
u977,10,7,19,0.5263157894736842,0.3684210526315789
u978,3,4,7,0.42857142857142855,0.5714285714285714
u993,5,10,17,0.29411764705882354,0.5882352941176471
u983,40,42,69,0.5797101449275363,0.6086956521739131
u985,22,27,40,0.55,0.675
u988,11,11,17,0.6470588235294118,0.6470588235294118
u989,6,1,14,0.42857142857142855,0.07142857142857142
u991,11,10,16,0.6875,0.625
u984,1,2,9,0.1111111111111111,0.2222222222222222
u986,14,10,30,0.4666666666666667,0.3333333333333333
u994,4,3,6,0.6666666666666666,0.5
u997,36,40,81,0.4444444444444444,0.49382716049382713
u996,4,4,4,1.0,1.0
u1005,65,47,115,0.5652173913043478,0.40869565217391307
u1004,17,11,29,0.5862068965517241,0.3793103448275862
u998,27,15,42,0.6428571428571429,0.35714285714285715
u1003,24,21,43,0.5581395348837209,0.4883720930232558
u1000,3,2,3,1.0,0.6666666666666666
u1001,4,4,4,1.0,1.0
u1007,2,-2,2,1.0,-1.0
u1017,-3,10,37,-0.08108108108108109,0.2702702702702703
u1010,8,10,18,0.4444444444444444,0.5555555555555556
u1014,2,2,3,0.6666666666666666,0.6666666666666666
u1008,2,5,10,0.2,0.5
u1018,2,1,3,0.6666666666666666,0.3333333333333333
u1013,1,0,1,1.0,0.0
u1016,1,0,1,1.0,0.0
u1019,5,1,8,0.625,0.125
u1023,0,6,6,0.0,1.0
u1020,1,1,1,1.0,1.0
u1031,5,6,6,0.8333333333333334,1.0
u1024,37,22,49,0.7551020408163265,0.4489795918367347
u1025,24,26,49,0.4897959183673469,0.5306122448979592
u1034,24,36,72,0.3333333333333333,0.5
u1026,7,5,9,0.7777777777777778,0.5555555555555556
u1029,-1,1,1,-1.0,1.0
u1035,26,29,40,0.65,0.725
u1032,-1,3,5,-0.2,0.6
u1047,0,0,0,,
u1036,-1,4,7,-0.14285714285714285,0.5714285714285714
u1042,-1,17,37,-0.02702702702702703,0.4594594594594595
u1049,1,1,10,0.1,0.1
u1040,0,4,5,0.0,0.8
u1041,0,5,6,0.0,0.8333333333333334
u1043,-1,1,1,-1.0,1.0
u1037,-2,4,4,-0.5,1.0
u1039,0,0,4,0.0,0.0
u1048,-1,-1,4,-0.25,-0.25
u1045,0,0,0,,
u1044,-1,1,1,-1.0,1.0
u1050,-1,4,7,-0.14285714285714285,0.5714285714285714
u1064,-15,-5,46,-0.32608695652173914,-0.10869565217391304
u1057,0,1,2,0.0,0.5
u1059,-1,1,1,-1.0,1.0
u1051,-1,1,1,-1.0,1.0
u1053,0,0,0,,
u1054,2,0,2,1.0,0.0
u1055,-2,2,2,-1.0,1.0
u1058,-1,1,2,-0.5,0.5
u1063,3,2,9,0.3333333333333333,0.2222222222222222
u1052,1,1,1,1.0,1.0
u1061,-1,4,4,-0.25,1.0
u1062,4,3,8,0.5,0.375
u1065,1,1,1,1.0,1.0
u1066,1,3,3,0.3333333333333333,1.0
u1071,5,28,89,0.056179775280898875,0.3146067415730337
u1067,0,0,0,,
u1069,4,14,28,0.14285714285714285,0.5
u1068,-2,5,14,-0.14285714285714285,0.35714285714285715
u1077,12,16,44,0.2727272727272727,0.36363636363636365
u1076,0,3,6,0.0,0.5
u1083,0,0,0,,
u1070,-2,-2,2,-1.0,-1.0
u1072,0,0,0,,
u1079,1,5,5,0.2,1.0
u1073,-2,-2,2,-1.0,-1.0
u1082,-1,-2,3,-0.3333333333333333,-0.6666666666666666
u1081,-12,10,24,-0.5,0.4166666666666667
u1080,-6,-4,6,-1.0,-0.6666666666666666
u1078,10,13,25,0.4,0.52
u1084,4,1,9,0.4444444444444444,0.1111111111111111
u1074,0,0,3,0.0,0.0
u1075,1,1,1,1.0,1.0
u1089,52,54,74,0.7027027027027027,0.7297297297297297
u1085,1,1,1,1.0,1.0
u1086,39,26,58,0.6724137931034483,0.4482758620689655
u1087,64,53,90,0.7111111111111111,0.5888888888888889
u1088,29,25,46,0.6304347826086957,0.5434782608695652
u1090,1,1,1,1.0,1.0
u1091,4,6,6,0.6666666666666666,1.0
u1094,3,60,161,0.018633540372670808,0.37267080745341613
u1092,8,8,12,0.6666666666666666,0.6666666666666666
u1104,0,2,4,0.0,0.5
u1108,9,34,87,0.10344827586206896,0.39080459770114945
u1093,12,7,13,0.9230769230769231,0.5384615384615384
u1107,3,6,9,0.3333333333333333,0.6666666666666666
u1102,1,1,1,1.0,1.0
u1100,8,7,19,0.42105263157894735,0.3684210526315789
u1106,44,55,105,0.41904761904761906,0.5238095238095238
u1099,0,1,1,0.0,1.0
u1110,1,1,2,0.5,0.5
u1105,1,0,1,1.0,0.0
u1097,3,5,8,0.375,0.625
u1098,1,1,1,1.0,1.0
u1096,0,0,2,0.0,0.0
u1103,1,2,5,0.2,0.4
u1116,-1,9,17,-0.058823529411764705,0.5294117647058824
u1111,-2,0,4,-0.5,0.0
u1117,-2,3,6,-0.3333333333333333,0.5
u1112,4,1,13,0.3076923076923077,0.07692307692307693
u1113,-2,1,5,-0.4,0.2
u1114,1,0,1,1.0,0.0
u1115,0,0,0,,
u1119,4,7,10,0.4,0.7
u1118,-1,-2,3,-0.3333333333333333,-0.6666666666666666
u1120,-5,3,22,-0.22727272727272727,0.13636363636363635
u1125,-3,2,7,-0.42857142857142855,0.2857142857142857
u1131,-4,2,7,-0.5714285714285714,0.2857142857142857
u1122,2,1,3,0.6666666666666666,0.3333333333333333
u1133,10,17,26,0.38461538461538464,0.6538461538461539
u1124,-1,1,1,-1.0,1.0
u1121,2,0,4,0.5,0.0
u1123,1,0,1,1.0,0.0
u1127,-2,5,13,-0.15384615384615385,0.38461538461538464
u1126,1,0,1,1.0,0.0
u1130,-1,3,3,-0.3333333333333333,1.0
u1128,0,3,4,0.0,0.75
u1129,0,0,0,,
u1132,8,8,14,0.5714285714285714,0.5714285714285714
u1135,2,0,2,1.0,0.0
u1136,1,1,1,1.0,1.0
u1137,-1,1,1,-1.0,1.0
u1152,-7,-2,27,-0.25925925925925924,-0.07407407407407407
u1144,3,5,6,0.5,0.8333333333333334
u1138,-3,3,13,-0.23076923076923078,0.23076923076923078
u1139,0,0,0,,
u1147,-1,1,1,-1.0,1.0
u1142,0,0,0,,
u1143,0,4,5,0.0,0.8
u1149,-1,5,9,-0.1111111111111111,0.5555555555555556
u1154,0,0,1,0.0,0.0
u1145,1,1,1,1.0,1.0
u1146,-4,0,8,-0.5,0.0
u1148,0,0,0,,
u1151,-2,-1,2,-1.0,-0.5
u1150,5,8,20,0.25,0.4
u1153,-2,-1,2,-1.0,-0.5
u1155,16,25,52,0.3076923076923077,0.4807692307692308
u1161,4,0,12,0.3333333333333333,0.0
u1168,3,2,3,1.0,0.6666666666666666
u1163,-2,8,25,-0.08,0.32
u1165,7,7,9,0.7777777777777778,0.7777777777777778
u1157,4,-1,5,0.8,-0.2
u1162,0,1,1,0.0,1.0
u1164,17,22,30,0.5666666666666667,0.7333333333333333
u1156,1,1,1,1.0,1.0
u1167,1,1,1,1.0,1.0
u1166,1,-1,7,0.14285714285714285,-0.14285714285714285
u1169,-2,28,115,-0.017391304347826087,0.24347826086956523
u1172,-6,0,13,-0.46153846153846156,0.0
u1174,-1,1,4,-0.25,0.25
u1178,-1,2,4,-0.25,0.5
u1176,1,1,1,1.0,1.0
u1191,-7,18,37,-0.1891891891891892,0.4864864864864865
u1184,48,53,132,0.36363636363636365,0.4015151515151515
u1185,3,2,7,0.42857142857142855,0.2857142857142857
u1188,5,16,26,0.19230769230769232,0.6153846153846154
u1190,6,13,30,0.2,0.43333333333333335
u1194,2,3,4,0.5,0.75
u1195,9,11,40,0.225,0.275
u1198,-1,1,1,-1.0,1.0
u1186,1,1,1,1.0,1.0
u1187,10,16,22,0.45454545454545453,0.7272727272727273
u1189,3,2,10,0.3,0.2
u1193,3,2,5,0.6,0.4
u1199,7,6,7,1.0,0.8571428571428571
u1201,1,7,9,0.1111111111111111,0.7777777777777778
u1202,4,4,8,0.5,0.5
u1210,1,12,36,0.027777777777777776,0.3333333333333333
u1203,-1,1,1,-1.0,1.0
u1213,5,7,27,0.18518518518518517,0.25925925925925924
u1204,-1,0,3,-0.3333333333333333,0.0
u1206,-1,2,3,-0.3333333333333333,0.6666666666666666
u1208,0,0,0,,
u1209,0,2,10,0.0,0.2
u1215,-6,1,17,-0.35294117647058826,0.058823529411764705
u1211,0,0,4,0.0,0.0
u1212,2,2,2,1.0,1.0
u1214,-2,3,4,-0.5,0.75
u1217,0,-1,4,0.0,-0.25
u1223,-1,1,7,-0.14285714285714285,0.14285714285714285
u1221,1,3,3,0.3333333333333333,1.0
u1222,5,2,7,0.7142857142857143,0.2857142857142857
u1225,0,0,0,,
u1220,1,1,1,1.0,1.0
u1224,1,2,3,0.3333333333333333,0.6666666666666666
u1235,-3,1,5,-0.6,0.2
u1229,0,0,0,,
u1238,0,2,3,0.0,0.6666666666666666
u1230,0,-1,3,0.0,-0.3333333333333333
u1237,0,0,1,0.0,0.0
u1234,1,1,1,1.0,1.0
u1231,2,1,3,0.6666666666666666,0.3333333333333333
u1236,0,3,15,0.0,0.2
u1239,-4,1,6,-0.6666666666666666,0.16666666666666666
u1241,11,13,18,0.6111111111111112,0.7222222222222222
u1244,-4,3,31,-0.12903225806451613,0.0967741935483871
u1240,19,34,66,0.2878787878787879,0.5151515151515151
u1245,-3,3,18,-0.16666666666666666,0.16666666666666666
u1243,3,1,8,0.375,0.125
u1242,-1,1,3,-0.3333333333333333,0.3333333333333333
u1248,0,8,22,0.0,0.36363636363636365
u1247,-1,1,1,-1.0,1.0
u1246,4,1,4,1.0,0.25
u1255,-23,-4,69,-0.3333333333333333,-0.057971014492753624
u1257,0,2,3,0.0,0.6666666666666666
u1251,0,-1,2,0.0,-0.5
u1261,8,13,19,0.42105263157894735,0.6842105263157895
u1252,0,3,6,0.0,0.5
u1254,0,0,0,,
u1260,1,0,1,1.0,0.0
u1262,6,9,17,0.35294117647058826,0.5294117647058824
u1266,0,4,4,0.0,1.0
u1267,2,0,6,0.3333333333333333,0.0
u1256,0,2,3,0.0,0.6666666666666666
u1265,-3,1,3,-1.0,0.3333333333333333
u1263,3,2,4,0.75,0.5
u1258,-1,0,1,-1.0,0.0
u1264,0,0,1,0.0,0.0
u1268,0,0,0,,
u1272,-2,18,35,-0.05714285714285714,0.5142857142857142
u1269,-2,0,3,-0.6666666666666666,0.0
u1273,1,2,29,0.034482758620689655,0.06896551724137931
u1270,3,1,3,1.0,0.3333333333333333
u1271,-2,0,2,-1.0,0.0
u1278,1,2,3,0.3333333333333333,0.6666666666666666
u1277,0,0,2,0.0,0.0
u1279,2,0,4,0.5,0.0
u1275,-1,0,1,-1.0,0.0
u1286,2,0,2,1.0,0.0
u1282,0,0,0,,
u1283,-1,4,7,-0.14285714285714285,0.5714285714285714
u1281,0,0,0,,
u1285,-1,-1,1,-1.0,-1.0
u1284,0,-1,2,0.0,-0.5
u1288,-1,1,1,-1.0,1.0
u1287,0,0,0,,
u1289,22,25,34,0.6470588235294118,0.7352941176470589
u1294,60,60,84,0.7142857142857143,0.7142857142857143
u1295,4,13,19,0.21052631578947367,0.6842105263157895
u1300,3,-3,8,0.375,-0.375
u1291,13,21,30,0.43333333333333335,0.7
u1293,13,14,18,0.7222222222222222,0.7777777777777778
u1297,3,3,3,1.0,1.0
u1299,30,29,50,0.6,0.58
u1292,6,5,8,0.75,0.625
u1308,12,18,49,0.24489795918367346,0.3673469387755102
u1307,28,28,73,0.3835616438356164,0.3835616438356164
u1303,2,2,2,1.0,1.0
u1305,23,23,41,0.5609756097560976,0.5609756097560976
u1306,36,39,71,0.5070422535211268,0.5492957746478874
u1310,3,-1,6,0.5,-0.16666666666666666
u1309,2,2,2,1.0,1.0
u1311,9,7,16,0.5625,0.4375
u1323,41,54,172,0.23837209302325582,0.313953488372093
u1322,1,1,1,1.0,1.0
u1313,12,13,34,0.35294117647058826,0.38235294117647056
u1319,11,27,87,0.12643678160919541,0.3103448275862069
u1317,10,2,23,0.43478260869565216,0.08695652173913043
u1316,-2,4,4,-0.5,1.0
u1314,-1,-1,6,-0.16666666666666666,-0.16666666666666666
u1315,2,2,9,0.2222222222222222,0.2222222222222222
u1318,0,-1,1,0.0,-1.0
u1320,2,4,6,0.3333333333333333,0.6666666666666666
u1321,3,7,7,0.42857142857142855,1.0
u1325,1,-1,9,0.1111111111111111,-0.1111111111111111
u1324,5,7,9,0.5555555555555556,0.7777777777777778
u1326,12,24,45,0.26666666666666666,0.5333333333333333
u1328,1,1,1,1.0,1.0
u1345,1,5,7,0.14285714285714285,0.7142857142857143
u1331,0,-1,2,0.0,-0.5
u1338,1,1,2,0.5,0.5
u1329,-1,-1,1,-1.0,-1.0
u1351,8,7,21,0.38095238095238093,0.3333333333333333
u1343,-1,2,3,-0.3333333333333333,0.6666666666666666
u1341,1,0,3,0.3333333333333333,0.0
u1350,0,0,0,,
u1349,11,16,20,0.55,0.8
u1327,5,11,22,0.22727272727272727,0.5
u1339,9,12,19,0.47368421052631576,0.631578947368421
u1344,-1,1,1,-1.0,1.0
u1330,3,8,15,0.2,0.5333333333333333
u1348,1,1,3,0.3333333333333333,0.3333333333333333
u1346,0,0,1,0.0,0.0
u1332,1,1,1,1.0,1.0
u1336,-1,3,4,-0.25,0.75
u1353,0,0,0,,
u1372,2,3,6,0.3333333333333333,0.5
u1355,0,0,2,0.0,0.0
u1357,8,25,50,0.16,0.5
u1364,50,46,138,0.36231884057971014,0.3333333333333333
u1356,10,12,23,0.43478260869565216,0.5217391304347826
u1368,-3,0,9,-0.3333333333333333,0.0
u1363,8,9,14,0.5714285714285714,0.6428571428571429
u1360,2,0,2,1.0,0.0
u1366,5,7,7,0.7142857142857143,1.0
u1359,3,1,3,1.0,0.3333333333333333
u1358,0,0,0,,
u1375,6,7,12,0.5,0.5833333333333334
u1361,8,-1,10,0.8,-0.1
u1370,8,10,14,0.5714285714285714,0.7142857142857143
u1362,0,0,2,0.0,0.0
u1373,3,3,5,0.6,0.6
u1365,2,2,3,0.6666666666666666,0.6666666666666666
u1374,0,-1,3,0.0,-0.3333333333333333
u1369,0,-1,3,0.0,-0.3333333333333333
u1367,6,4,8,0.75,0.5
u1377,-4,3,9,-0.4444444444444444,0.3333333333333333
u1382,2,0,2,1.0,0.0
u1387,0,2,2,0.0,1.0
u1380,3,-1,10,0.3,-0.1
u1379,0,1,7,0.0,0.14285714285714285
u1378,0,0,0,,
u1381,1,4,13,0.07692307692307693,0.3076923076923077
u1384,-1,3,3,-0.3333333333333333,1.0
u1385,-1,1,1,-1.0,1.0
u1388,19,21,34,0.5588235294117647,0.6176470588235294
u1394,19,9,21,0.9047619047619048,0.42857142857142855
u1396,9,15,25,0.36,0.6
u1399,26,22,27,0.9629629629629629,0.8148148148148148
u1389,17,17,27,0.6296296296296297,0.6296296296296297
u1395,17,13,24,0.7083333333333334,0.5416666666666666
u1391,1,-1,2,0.5,-0.5
u1392,18,15,20,0.9,0.75
u1401,7,5,13,0.5384615384615384,0.38461538461538464
u1400,3,2,6,0.5,0.3333333333333333
u1398,0,-1,6,0.0,-0.16666666666666666
u1397,1,0,1,1.0,0.0
u1402,2,1,4,0.5,0.25
u1405,5,32,61,0.08196721311475409,0.5245901639344263
u1404,12,20,42,0.2857142857142857,0.47619047619047616
u1409,25,26,69,0.36231884057971014,0.37681159420289856
u1407,36,52,104,0.34615384615384615,0.5
u1410,2,5,9,0.2222222222222222,0.5555555555555556
u1411,1,1,1,1.0,1.0
u1416,38,35,120,0.31666666666666665,0.2916666666666667
u1420,0,4,24,0.0,0.16666666666666666
u1413,11,16,34,0.3235294117647059,0.47058823529411764
u1418,1,1,3,0.3333333333333333,0.3333333333333333
u1417,8,9,11,0.7272727272727273,0.8181818181818182
u1414,3,2,5,0.6,0.4
u1415,4,5,11,0.36363636363636365,0.45454545454545453
u1421,0,0,0,,
u1422,-1,3,7,-0.14285714285714285,0.42857142857142855
u1424,2,8,15,0.13333333333333333,0.5333333333333333
u1426,0,0,1,0.0,0.0
u1425,0,0,0,,
u1429,-3,7,10,-0.3,0.7
u1427,0,1,4,0.0,0.25
u1431,-2,2,2,-1.0,1.0
u1430,0,-1,3,0.0,-0.3333333333333333
u1432,0,0,0,,
u1446,1,1,1,1.0,1.0
u1433,2,2,3,0.6666666666666666,0.6666666666666666
u1434,11,8,27,0.4074074074074074,0.2962962962962963
u1435,15,14,33,0.45454545454545453,0.42424242424242425
u1447,27,29,40,0.675,0.725
u1440,4,2,4,1.0,0.5
u1442,9,5,13,0.6923076923076923,0.38461538461538464
u1450,31,20,44,0.7045454545454546,0.45454545454545453
u1436,4,1,12,0.3333333333333333,0.08333333333333333
u1443,4,2,4,1.0,0.5
u1437,4,12,16,0.25,0.75
u1439,2,1,2,1.0,0.5
u1438,1,2,7,0.14285714285714285,0.2857142857142857
u1451,4,4,5,0.8,0.8
u1441,6,6,18,0.3333333333333333,0.3333333333333333
u1448,7,6,7,1.0,0.8571428571428571
u1444,6,5,7,0.8571428571428571,0.7142857142857143
u1460,9,8,13,0.6923076923076923,0.6153846153846154
u1457,111,85,170,0.6529411764705882,0.5
u1452,13,7,20,0.65,0.35
u1454,5,7,10,0.5,0.7
u1455,25,19,36,0.6944444444444444,0.5277777777777778
u1459,4,4,4,1.0,1.0
u1456,34,31,52,0.6538461538461539,0.5961538461538461
u1458,4,4,7,0.5714285714285714,0.5714285714285714
u1463,54,58,100,0.54,0.58
u1468,16,24,39,0.41025641025641024,0.6153846153846154
u1462,8,7,15,0.5333333333333333,0.4666666666666667
u1465,18,15,28,0.6428571428571429,0.5357142857142857
u1464,7,2,11,0.6363636363636364,0.18181818181818182
u1467,32,36,58,0.5517241379310345,0.6206896551724138
u1469,8,10,36,0.2222222222222222,0.2777777777777778
u1475,15,19,66,0.22727272727272727,0.2878787878787879
u1479,13,5,26,0.5,0.19230769230769232
u1472,4,5,6,0.6666666666666666,0.8333333333333334
u1474,2,4,5,0.4,0.8
u1473,0,2,2,0.0,1.0
u1483,0,0,0,,
u1484,0,0,0,,
u1480,3,4,4,0.75,1.0
u1476,-1,1,1,-1.0,1.0
u1485,-3,-1,5,-0.6,-0.2
u1499,11,8,41,0.2682926829268293,0.1951219512195122
u1487,0,0,1,0.0,0.0
u1488,1,-1,1,1.0,-1.0
u1505,0,2,3,0.0,0.6666666666666666
u1497,-2,-1,4,-0.5,-0.25
u1489,-1,-1,1,-1.0,-1.0
u1490,-4,-4,6,-0.6666666666666666,-0.6666666666666666
u1510,13,26,63,0.20634920634920634,0.4126984126984127
u1491,0,0,0,,
u1504,1,-4,5,0.2,-0.8
u1502,4,3,8,0.5,0.375
u1509,2,2,2,1.0,1.0
u1503,0,0,0,,
u1508,-2,-1,2,-1.0,-0.5
u1520,3,25,68,0.04411764705882353,0.36764705882352944
u1519,32,40,75,0.4266666666666667,0.5333333333333333
u1513,2,8,10,0.2,0.8
u1515,8,4,10,0.8,0.4
u1517,1,8,13,0.07692307692307693,0.6153846153846154
u1529,6,6,11,0.5454545454545454,0.5454545454545454
u1523,2,8,14,0.14285714285714285,0.5714285714285714
u1527,0,0,0,,
u1522,0,0,4,0.0,0.0
u1524,0,7,14,0.0,0.5
u1518,-1,1,2,-0.5,0.5
u1525,-2,3,4,-0.5,0.75
u1528,1,2,3,0.3333333333333333,0.6666666666666666
u1521,-1,-2,6,-0.16666666666666666,-0.3333333333333333
u1542,0,0,0,,
u1530,6,5,27,0.2222222222222222,0.18518518518518517
u1548,7,18,60,0.11666666666666667,0.3
u1535,12,9,56,0.21428571428571427,0.16071428571428573
u1541,2,0,2,1.0,0.0
u1553,1,1,1,1.0,1.0
u1543,2,2,2,1.0,1.0
u1531,1,-1,1,1.0,-1.0
u1533,0,0,0,,
u1534,1,1,1,1.0,1.0
u1554,6,3,8,0.75,0.375
u1552,5,3,11,0.45454545454545453,0.2727272727272727
u1537,1,0,1,1.0,0.0
u1539,5,5,5,1.0,1.0
u1546,1,1,1,1.0,1.0
u1547,0,0,0,,
u1555,-1,0,2,-0.5,0.0
u1568,41,54,101,0.40594059405940597,0.5346534653465347
u1561,13,21,33,0.3939393939393939,0.6363636363636364
u1556,5,5,11,0.45454545454545453,0.45454545454545453
u1557,6,7,14,0.42857142857142855,0.5
u1577,3,5,7,0.42857142857142855,0.7142857142857143
u1586,4,6,7,0.5714285714285714,0.8571428571428571
u1558,8,13,24,0.3333333333333333,0.5416666666666666
u1585,-5,17,23,-0.21739130434782608,0.7391304347826086
u1563,1,0,1,1.0,0.0
u1574,19,20,29,0.6551724137931034,0.6896551724137931
u1580,-2,1,2,-1.0,0.5
u1582,6,2,9,0.6666666666666666,0.2222222222222222
u1576,5,1,6,0.8333333333333334,0.16666666666666666
u1559,0,0,0,,
u1565,-1,-1,5,-0.2,-0.2
u1562,1,0,1,1.0,0.0
u1570,-1,1,1,-1.0,1.0
u1571,-3,0,5,-0.6,0.0
u1564,0,1,1,0.0,1.0
u1567,-4,1,9,-0.4444444444444444,0.1111111111111111
u1584,4,4,8,0.5,0.5
u1578,3,2,5,0.6,0.4
u1572,3,1,14,0.21428571428571427,0.07142857142857142
u1566,1,0,1,1.0,0.0
u1573,1,0,1,1.0,0.0
u1569,1,-1,1,1.0,-1.0
u1588,-3,7,9,-0.3333333333333333,0.7777777777777778
u1581,4,3,8,0.5,0.375
u1587,1,0,2,0.5,0.0
u1575,-1,-1,1,-1.0,-1.0
u1583,2,1,4,0.5,0.25
u1589,0,1,2,0.0,0.5
u1593,103,125,233,0.44206008583690987,0.5364806866952789
u1590,3,1,3,1.0,0.3333333333333333
u1595,41,48,113,0.36283185840707965,0.4247787610619469
u1591,3,3,11,0.2727272727272727,0.2727272727272727
u1598,73,86,171,0.4269005847953216,0.5029239766081871
u1592,5,8,13,0.38461538461538464,0.6153846153846154
u1597,8,8,14,0.5714285714285714,0.5714285714285714
u1601,-2,2,6,-0.3333333333333333,0.3333333333333333
u1599,2,-1,2,1.0,-0.5
u1600,3,3,3,1.0,1.0
u1596,7,20,29,0.2413793103448276,0.6896551724137931
u1594,29,50,85,0.3411764705882353,0.5882352941176471
u1612,-12,15,93,-0.12903225806451613,0.16129032258064516
u1620,-2,2,9,-0.2222222222222222,0.2222222222222222
u1613,0,0,0,,
u1605,0,0,0,,
u1608,1,1,1,1.0,1.0
u1609,1,1,1,1.0,1.0
u1610,0,0,0,,
u1623,1,0,1,1.0,0.0
u1616,-2,3,4,-0.5,0.75
u1624,-3,2,5,-0.6,0.4
u1625,-1,0,2,-0.5,0.0
u1622,0,0,0,,
u1614,5,8,19,0.2631578947368421,0.42105263157894735
u1617,1,8,11,0.09090909090909091,0.7272727272727273
u1627,1,1,1,1.0,1.0
u1619,0,0,0,,
u1615,1,0,1,1.0,0.0
u1628,6,4,7,0.8571428571428571,0.5714285714285714
u1639,14,13,38,0.3684210526315789,0.34210526315789475
u1629,17,17,24,0.7083333333333334,0.7083333333333334
u1634,13,13,19,0.6842105263157895,0.6842105263157895
u1640,17,14,24,0.7083333333333334,0.5833333333333334
u1641,12,18,36,0.3333333333333333,0.5
u1630,4,4,8,0.5,0.5
u1636,8,6,9,0.8888888888888888,0.6666666666666666
